5.24,6.72,4.94,6.93,4.41,3.94,5.21,,,,,,,,,,,,
5.41,7.74,5.04,5.64,4.35,5.29,5.19,,,,,,,,,,,,
5.02,5.52,4.28,4.22,4.70,4.19,4.97,,,,,,,,,,,,
5.13,7.62,5.27,5.31,5.13,4.38,5.53,,,,,,,,,,,,
4.49,6.90,4.22,4.95,6.29,4.61,5.62,,,,,,,,,,,,
3.96,5.21,3.40,5.82,4.12,3.51,3.96,,,,,,,,,,,,
5.14,5.91,4.60,5.50,5.78,4.46,4.66,,,,,,,,,,,,
4.92,4.30,3.85,4.19,3.59,3.50,4.81,,,,,,,,,,,,
2.91,4.13,2.98,4.18,4.85,3.24,3.45,,,,,,,,,,,,
3.42,5.48,3.66,3.72,3.81,3.37,3.80,,,,,,,,,,,,
3.73,6.25,4.24,4.56,4.52,3.72,4.73,,,,,,,,,,,,
8.49,6.07,5.36,5.70,6.05,4.88,5.55,,,,,,,,,,,,
5.35,5.68,5.46,4.64,5.44,4.86,4.44,,,,,,,,,,,,
6.05,6.46,5.20,5.84,5.14,5.39,6.51,,,,,,,,,,,,
5.18,7.36,5.50,5.61,5.31,5.41,5.36,,,,,,,,,,,,
5.28,6.38,4.49,4.73,4.84,4.90,5.04,,,,,,,,,,,,
6.56,7.02,4.99,5.59,5.25,6.08,7.12,,,,,,,,,,,,
6.97,8.70,5.91,5.98,6.29,5.57,6.91,,,,,,,,,,,,
4.22,4.96,4.09,4.13,4.20,4.21,4.77,,,,,,,,,,,,
4.41,5.82,3.93,4.65,4.49,3.73,4.81,,,,,,,,,,,,
4.31,5.11,3.73,5.32,4.18,3.86,4.35,,,,,,,,,,,,
3.89,4.28,3.75,3.48,4.00,3.15,3.64,,,,,,,,,,,,
4.32,5.42,4.82,4.84,4.30,4.25,4.89,,,,,,,,,,,,
6.11,5.80,4.75,5.17,5.12,4.85,5.49,,,,,,,,,,,,
4.02,6.90,4.42,4.66,5.58,4.06,5.17,,,,,,,,,,,,
6.15,6.50,6.38,5.54,5.75,4.42,6.03,,,,,,,,,,,,
5.03,6.07,4.93,5.09,4.41,4.91,5.35,,,,,,,,,,,,
6.08,6.28,4.41,5.22,3.94,3.95,4.54,,,,,,,,,,,,
6.62,5.92,5.12,5.76,5.82,5.64,6.01,,,,,,,,,,,,
7.35,7.42,4.77,6.30,5.58,5.24,5.86,,,,,,,,,,,,
4.94,6.18,4.77,5.15,3.86,4.85,4.26,,,,,,,,,,,,
2.60,4.67,4.28,3.60,3.09,2.95,3.07,,,,,,,,,,,,
4.03,5.81,4.17,4.70,4.19,3.56,3.03,,,,,,,,,,,,
4.44,5.46,4.71,4.78,5.02,3.75,4.51,,,,,,,,,,,,
5.21,5.51,4.62,5.01,4.75,4.14,5.16,,,,,,,,,,,,
4.20,5.25,3.64,4.91,4.17,4.14,4.09,,,,,,,,,,,,
3.78,5.01,3.79,4.46,4.31,3.28,3.94,,,,,,,,,,,,
5.45,5.63,5.43,4.55,4.83,4.83,5.68,,,,,,,,,,,,
8.88,6.75,5.86,6.43,6.23,6.16,6.64,,,,,,,,,,,,
5.04,5.24,4.19,4.86,5.21,4.30,5.03,,,,,,,,,,,,
5.77,6.91,4.86,5.85,4.68,5.41,5.00,,,,,,,,,,,,
5.06,5.21,5.49,5.10,6.03,4.67,5.17,,,,,,,,,,,,
4.51,5.18,3.39,4.68,5.28,3.91,3.26,,,,,,,,,,,,
7.35,9.11,5.77,6.22,7.73,5.01,7.62,,,,,,,,,,,,
6.09,5.78,4.99,5.69,5.00,4.62,5.24,,,,,,,,,,,,
5.04,7.15,5.54,5.28,5.10,4.17,6.06,,,,,,,,,,,,
4.00,5.78,3.73,5.01,6.35,4.26,5.16,,,,,,,,,,,,
4.60,5.66,5.00,5.36,4.42,3.90,4.18,,,,,,,,,,,,
6.51,6.52,5.16,5.69,6.46,6.01,5.64,,,,,,,,,,,,
4.29,5.71,4.07,4.91,4.69,3.98,4.39,,,,,,,,,,,,
3.95,5.26,3.31,4.67,4.96,3.33,3.39,,,,,,,,,,,,
4.57,5.81,4.90,4.82,4.28,4.30,4.43,,,,,,,,,,,,
4.92,5.74,4.13,4.60,3.90,4.59,5.05,,,,,,,,,,,,
